avg_degree,candidate_rank_min,candidate_source_count,clustering_product,clustering_u,clustering_v,community_internal_edges_u,community_internal_edges_v,community_internal_product,community_pair_edges,community_size_product,community_size_u,community_size_v,current_edges,current_gcc_ratio,current_nodes,degree_abs_diff,degree_max,degree_min,degree_product,degree_sum,degree_u,degree_v,density,gcc_delta,graph_id,graph_type,is_inter_community,m4_score,m7_score,m8_score,n,node_betweenness_product,node_betweenness_u,node_betweenness_v,num_communities,pagerank_product,pagerank_u,pagerank_v,remove_ratio,same_community,source_m2,source_m4,source_m5,source_m7,source_m8,split,step,u,v,damage_rank
10.209876543209877,5,1,0.0022038567493112946,0.07272727272727272,0.030303030303030304,50,15,750,6,240,24,10,827,0.9759036144578314,162,1,12,11,132,23,11,12,0.06341538225596197,0.0,train_001,sbm,1,125.0,40.0,5280.0,166,0.00010549796760224618,0.008979929854796322,0.011748195064786398,9,4.662358639357842e-05,0.006583866219888962,0.00708149054619836,0.02014218009478673,0,0,0,0,1,0,train,17,90,92,1
10.209876543209877,2,1,0.00202020202020202,0.030303030303030304,0.06666666666666667,15,50,750,6,240,10,24,827,0.9759036144578314,162,3,15,12,180,27,12,15,0.06341538225596197,0.0,train_001,sbm,1,125.0,40.0,7200.0,166,0.00022107132236813095,0.011748195064786398,0.018817471207195215,9,6.062626337391551e-05,0.00708149054619836,0.008561229161911713,0.02014218009478673,0,0,0,0,0,1,train,17,92,139,1
10.209876543209877,5,1,0.0025705288863183597,0.054945054945054944,0.04678362573099415,28,37,1036,11,270,15,18,827,0.9759036144578314,162,5,19,14,266,33,14,19,0.06341538225596197,0.0,train_001,sbm,1,94.18181818181819,24.545454545454547,6529.090909090909,166,0.000494828698250774,0.016321525479400842,0.0303175520496102,9,8.735411043055872e-05,0.00813678138225898,0.010735708178300222,0.02014218009478673,0,0,0,0,0,1,train,17,56,160,1
10.197530864197532,1,1,0.0015378700499807767,0.05228758169934641,0.029411764705882353,61,58,3538,34,676,26,26,826,0.9759036144578314,162,1,18,17,306,35,18,17,0.06333870101986044,0.0,train_001,sbm,1,104.05882352941177,19.88235294117647,6084.0,166,0.0005408799912182318,0.02436525948282198,0.02219881924916759,7,9.694714694068353e-05,0.010134417816987379,0.00956612887798844,0.02132701421800948,0,1,0,0,0,0,train,18,26,135,1
10.197530864197532,1,2,0.004901141743247007,0.0761904761904762,0.06432748538011696,62,30,1860,17,448,28,16,826,0.9759036144578314,162,4,19,15,285,34,15,19,0.06333870101986044,0.0,train_001,sbm,1,109.41176470588235,26.352941176470587,7510.588235294117,166,0.0004562274010060301,0.017394041259625098,0.026228947844628914,7,9.095607154783294e-05,0.008614935345189223,0.01055795173188675,0.02132701421800948,0,1,0,0,0,1,train,18,44,107,1
10.197530864197532,3,1,0.0012254901960784314,0.041666666666666664,0.029411764705882353,58,58,3364,0,676,26,26,826,0.9759036144578314,162,1,17,16,272,33,16,17,0.06333870101986044,0.0,train_001,sbm,0,0.0,0.0,0.0,166,0.0004644044841781763,0.020920233592856094,0.02219881924916759,7,8.734803034164532e-05,0.009130969429298846,0.00956612887798844,0.02132701421800948,1,1,0,0,0,0,train,18,45,135,1
10.197530864197532,4,1,0.0018674136321195143,0.047619047619047616,0.0392156862745098,62,52,3224,30,672,28,24,826,0.9759036144578314,162,3,18,15,270,33,15,18,0.06333870101986044,0.0,train_001,sbm,1,107.46666666666667,22.4,6048.0,166,0.0004864032673101653,0.018051653551360722,0.02694508101023801,7,8.749973472038448e-05,0.008572088863980407,0.010207516056915259,0.02132701421800948,0,1,0,0,0,0,train,18,110,160,1
10.197530864197532,5,1,0.0063620589936379405,0.0989010989010989,0.06432748538011696,30,30,900,0,256,16,16,826,0.9759036144578314,162,5,19,14,266,33,14,19,0.06333870101986044,0.0,train_001,sbm,0,0.0,0.0,0.0,166,0.0003949337521095746,0.015057170971898057,0.026228947844628914,7,8.496186330466399e-05,0.008047191866587644,0.01055795173188675,0.02132701421800948,1,1,0,0,0,0,train,18,9,107,1
10.197530864197532,1,2,0.0058441558441558435,0.10714285714285714,0.05454545454545454,61,66,4026,21,728,26,28,826,0.9759036144578314,162,3,11,8,88,19,8,11,0.06333870101986044,0.0,train_001,sbm,1,191.71428571428572,34.666666666666664,3050.6666666666665,166,4.936101389410032e-05,0.005002916450163261,0.009866447778173372,7,3.3802996456338e-05,0.005152501622339798,0.006560501855987335,0.02132701421800948,0,0,1,0,1,0,train,18,5,68,1
10.197530864197532,2,3,0.006971677559912854,0.13333333333333333,0.05228758169934641,66,61,4026,21,728,28,26,826,0.9759036144578314,162,8,18,10,180,28,10,18,0.06333870101986044,0.0,train_001,sbm,1,191.71428571428572,34.666666666666664,6240.0,166,0.00014110026998600072,0.0057910431894016715,0.02436525948282198,7,6.032985442868076e-05,0.0059529669605249014,0.010134417816987379,0.02132701421800948,0,0,1,0,1,1,train,18,10,26,1
10.197530864197532,3,2,0.014285714285714285,0.13333333333333333,0.10714285714285714,66,61,4026,21,728,28,26,826,0.9759036144578314,162,2,10,8,80,18,10,8,0.06333870101986044,0.0,train_001,sbm,1,191.71428571428572,34.666666666666664,2773.333333333333,166,2.611470797131059e-05,0.0057910431894016715,0.00450949977701837,7,2.9837624411125672e-05,0.0059529669605249014,0.005012227450443425,0.02132701421800948,0,0,1,0,1,0,train,18,10,87,1
10.197530864197532,4,2,0.0016835016835016834,0.015151515151515152,0.1111111111111111,66,61,4026,21,728,28,26,826,0.9759036144578314,162,3,12,9,108,21,12,9,0.06333870101986044,0.0,train_001,sbm,1,191.71428571428572,34.666666666666664,3743.9999999999995,166,8.094740741941476e-05,0.012276275355381122,0.006593808388627637,7,3.981998215332359e-05,0.007101740159934859,0.005607073936325042,0.02132701421800948,0,0,1,0,1,0,train,18,16,133,1
10.197530864197532,5,2,0.005454545454545455,0.05454545454545454,0.1,66,61,4026,21,728,28,26,826,0.9759036144578314,162,6,11,5,55,16,11,5,0.06333870101986044,0.0,train_001,sbm,1,191.71428571428572,34.666666666666664,1906.6666666666665,166,2.2966723763196673e-05,0.011857298422183284,0.0019369271941599502,7,2.3816263768637232e-05,0.006672519800650688,0.0035693058215150934,0.02132701421800948,0,0,1,0,1,0,train,18,19,120,1
10.197530864197532,1,1,0.0021786492374727667,0.05555555555555555,0.0392156862745098,61,52,3172,23,624,26,24,826,0.9759036144578314,162,9,18,9,162,27,9,18,0.06333870101986044,0.0,train_001,sbm,1,137.91304347826087,27.130434782608695,4395.130434782609,166,0.00024186999947741047,0.0089764064686059,0.02694508101023801,7,5.769414832271769e-05,0.0056521241799695025,0.010207516056915259,0.02132701421800948,0,0,0,1,0,0,train,18,108,160,1
10.197530864197532,2,1,0.0,0.07692307692307693,0.0,30,61,1830,18,416,16,26,826,0.9759036144578314,162,9,13,4,52,17,13,4,0.06333870101986044,0.0,train_001,sbm,1,101.66666666666667,23.11111111111111,1201.7777777777778,166,1.5488452190882843e-05,0.012826032286980047,0.001207579385762616,7,2.312477417026368e-05,0.007623233137188287,0.0030334601807538186,0.02132701421800948,0,0,0,1,0,0,train,18,8,156,1
10.197530864197532,3,1,0.0,0.0989010989010989,0.0,30,58,1740,20,416,16,26,826,0.9759036144578314,162,7,14,7,98,21,14,7,0.06333870101986044,0.0,train_001,sbm,1,87.0,20.8,2038.4,166,7.168694523434065e-05,0.015057170971898057,0.004760983678018503,7,3.679168892498039e-05,0.008047191866587644,0.004571991016859109,0.02132701421800948,0,0,0,1,0,0,train,18,9,79,1
10.197530864197532,4,1,0.004647785039941903,0.05228758169934641,0.08888888888888889,61,52,3172,23,624,26,24,826,0.9759036144578314,162,8,18,10,180,28,18,10,0.06333870101986044,0.0,train_001,sbm,1,137.91304347826087,27.130434782608695,4883.478260869565,166,0.00023303550808071802,0.02436525948282198,0.009564253081113827,7,6.252402564141316e-05,0.010134417816987379,0.006169473843540373,0.02132701421800948,0,0,0,1,0,0,train,18,26,95,1
10.197530864197532,5,1,0.0,0.06432748538011696,0.0,30,62,1860,17,448,16,28,826,0.9759036144578314,162,14,19,5,95,24,19,5,0.06333870101986044,0.0,train_001,sbm,1,109.41176470588235,26.352941176470587,2503.529411764706,166,5.328959071090624e-05,0.026228947844628914,0.0020317090501142127,7,3.647491728399494e-05,0.01055795173188675,0.003454734233519433,0.02132701421800948,0,0,0,1,0,0,train,18,107,127,1
10.197530864197532,2,1,0.004901960784313725,0.07352941176470588,0.06666666666666667,23,52,1196,12,336,14,24,826,0.9759036144578314,162,2,17,15,255,32,17,15,0.06333870101986044,0.0,train_001,sbm,1,99.66666666666667,28.0,7140.0,166,0.00043483994125033913,0.023084518001954116,0.01883686465593649,7,8.397218051634661e-05,0.009801144034819664,0.008567589683206983,0.02132701421800948,0,0,0,0,0,1,train,18,117,139,1
10.197530864197532,3,1,0.005714285714285714,0.0761904761904762,0.075,62,61,3782,26,728,28,26,826,0.9759036144578314,162,1,16,15,240,31,15,16,0.06333870101986044,0.0,train_001,sbm,1,145.46153846153845,28.0,6720.0,166,0.0003332695126419193,0.017394041259625098,0.01915998172405752,7,7.820011453097503e-05,0.008614935345189223,0.009077272364515627,0.02132701421800948,0,0,0,0,0,1,train,18,44,98,1
10.197530864197532,4,1,0.004948268106162843,0.07692307692307693,0.06432748538011696,62,30,1860,17,448,28,16,826,0.9759036144578314,162,6,19,13,247,32,13,19,0.06333870101986044,0.0,train_001,sbm,1,109.41176470588235,26.352941176470587,6509.176470588235,166,0.00029166540049154654,0.011119980954602909,0.026228947844628914,7,7.868146517626574e-05,0.007452341815376441,0.01055795173188675,0.02132701421800948,0,0,0,0,0,1,train,18,32,107,1
10.185185185185185,1,2,0.0015378700499807767,0.05228758169934641,0.029411764705882353,29,52,1508,16,360,15,24,825,0.9759036144578314,162,1,18,17,306,35,18,17,0.06326201978375891,0.0,train_001,sbm,1,94.25,22.5,6885.0,166,0.0005472309214535996,0.024521627588620566,0.022316256108038522,9,9.713069798752313e-05,0.010144797947442285,0.00957443396021621,0.022511848341232227,0,1,0,0,0,1,train,19,26,135,1
10.185185185185185,2,1,0.004901141743247007,0.0761904761904762,0.06432748538011696,78,29,2262,26,480,32,15,825,0.9759036144578314,162,4,19,15,285,34,15,19,0.06326201978375891,0.0,train_001,sbm,1,87.0,18.46153846153846,5261.538461538461,166,0.0004598357676772111,0.017435181956985242,0.026374015987426058,9,9.111649534047068e-05,0.008622068706114401,0.010567822925819969,0.022511848341232227,0,1,0,0,0,0,train,19,44,107,1
10.185185185185185,3,1,0.0012254901960784314,0.041666666666666664,0.029411764705882353,52,52,2704,0,576,24,24,825,0.9759036144578314,162,1,17,16,272,33,16,17,0.06326201978375891,0.0,train_001,sbm,0,0.0,0.0,0.0,166,0.0004776642592171662,0.02140431875780038,0.022316256108038522,9,8.765565136285623e-05,0.009155178439486232,0.00957443396021621,0.022511848341232227,1,1,0,0,0,0,train,19,45,135,1
10.185185185185185,4,1,0.0063620589936379405,0.0989010989010989,0.06432748538011696,78,29,2262,26,480,32,15,825,0.9759036144578314,162,5,19,14,266,33,14,19,0.06326201978375891,0.0,train_001,sbm,1,87.0,18.46153846153846,4910.7692307692305,166,0.0003956208672784883,0.01500040295217469,0.026374015987426058,9,8.512241256369207e-05,0.008054867417934838,0.010567822925819969,0.022511848341232227,0,1,0,0,0,0,train,19,9,107,1
10.185185185185185,3,2,0.002827581774950196,0.04395604395604396,0.06432748538011696,12,29,348,5,120,8,15,825,0.9759036144578314,162,5,19,14,266,33,14,19,0.06326201978375891,0.0,train_001,sbm,1,69.6,24.0,6384.0,166,0.00048001158534747456,0.01820017040925138,0.026374015987426058,9,8.663344879879202e-05,0.008197852046434629,0.010567822925819969,0.022511848341232227,0,1,0,0,0,1,train,19,33,107,1
10.185185185185185,1,1,0.01282051282051282,0.16666666666666666,0.07692307692307693,60,78,4680,34,800,25,32,825,0.9759036144578314,162,4,13,9,117,22,9,13,0.06326201978375891,0.0,train_001,sbm,1,137.64705882352942,23.529411764705884,2752.9411764705883,166,6.805510162976608e-05,0.005154227210018764,0.013203744976061763,9,4.111287293458863e-05,0.005448479413392986,0.007545751725431591,0.022511848341232227,0,0,1,0,0,0,train,19,1,147,1
10.185185185185185,2,1,0.006802721088435373,0.14285714285714285,0.047619047619047616,78,60,4680,34,800,32,25,825,0.9759036144578314,162,1,8,7,56,15,8,7,0.06326201978375891,0.0,train_001,sbm,1,137.64705882352942,23.529411764705884,1317.6470588235295,166,2.39119312775717e-05,0.0046587610877866295,0.005132680304267808,9,2.3901851062512988e-05,0.005128144398053975,0.0046609161535278235,0.022511848341232227,0,0,1,0,0,0,train,19,2,130,1
10.185185185185185,3,1,0.0038461538461538464,0.038461538461538464,0.1,78,60,4680,34,800,32,25,825,0.9759036144578314,162,3,16,13,208,29,13,16,0.06326201978375891,0.0,train_001,sbm,1,137.64705882352942,23.529411764705884,4894.117647058823,166,0.00021866468746559547,0.012569516864745929,0.017396427390052704,9,6.915634993591788e-05,0.007588378865345904,0.009113455082183156,0.022511848341232227,0,0,1,0,0,0,train,19,4,93,1
10.185185185185185,4,1,0.0014792899408284025,0.038461538461538464,0.038461538461538464,78,60,4680,34,800,32,25,825,0.9759036144578314,162,0,13,13,169,26,13,13,0.06326201978375891,0.0,train_001,sbm,1,137.64705882352942,23.529411764705884,3976.4705882352946,166,0.00019029259650387798,0.012569516864745929,0.015139213269015683,9,5.8370915861149126e-05,0.007588378865345904,0.00769214570027776,0.022511848341232227,0,0,1,0,0,0,train,19,4,132,1
10.185185185185185,5,1,0.0039447731755424065,0.07692307692307693,0.05128205128205128,78,60,4680,34,800,32,25,825,0.9759036144578314,162,0,13,13,169,26,13,13,0.06326201978375891,0.0,train_001,sbm,1,137.64705882352942,23.529411764705884,3976.4705882352946,166,0.0001574834044295235,0.012765178055134632,0.012336953213604238,9,5.7213433840819595e-05,0.007630511117010413,0.0074979818472809545,0.022511848341232227,0,0,1,0,0,0,train,19,8,27,1
10.185185185185185,1,1,0.0,0.07692307692307693,0.0,78,29,2262,26,480,32,15,825,0.9759036144578314,162,9,13,4,52,17,13,4,0.06326201978375891,0.0,train_001,sbm,1,87.0,18.46153846153846,959.9999999999999,166,1.6274933447779606e-05,0.012765178055134632,0.0012749476252885655,9,2.3175986929257862e-05,0.007630511117010413,0.0030372784435884646,0.022511848341232227,0,0,0,1,0,0,train,19,8,156,1
10.185185185185185,2,1,0.004647785039941903,0.05228758169934641,0.08888888888888889,29,78,2262,26,480,15,32,825,0.9759036144578314,162,8,18,10,180,28,18,10,0.06326201978375891,0.0,train_001,sbm,1,87.0,18.46153846153846,3323.076923076923,166,0.00023259614598156503,0.024521627588620566,0.009485346971401805,9,6.265006044926917e-05,0.010144797947442285,0.006175584843960797,0.022511848341232227,0,0,0,1,0,0,train,19,26,95,1
10.185185185185185,3,1,0.0,0.0989010989010989,0.0,78,17,1326,13,352,32,11,825,0.9759036144578314,162,7,14,7,98,21,14,7,0.06326201978375891,0.0,train_001,sbm,1,102.0,27.076923076923077,2653.5384615384614,166,7.15403525762122e-05,0.01500040295217469,0.00476922872034185,9,3.685107508908463e-05,0.008054867417934838,0.004575007033266944,0.022511848341232227,0,0,0,1,0,0,train,19,9,79,1
10.185185185185185,4,1,0.002976190476190476,0.041666666666666664,0.07142857142857142,52,29,1508,16,360,24,15,825,0.9759036144578314,162,8,16,8,128,24,16,8,0.06326201978375891,0.0,train_001,sbm,1,94.25,22.5,2880.0,166,0.00014842567714781716,0.02140431875780038,0.0069343798710587955,9,4.74899515165202e-05,0.009155178439486232,0.005187222928577373,0.022511848341232227,0,0,0,1,0,0,train,19,45,108,1
10.185185185185185,5,1,0.0,0.06432748538011696,0.0,29,78,2262,26,480,15,32,825,0.9759036144578314,162,14,19,5,95,24,19,5,0.06326201978375891,0.0,train_001,sbm,1,87.0,18.46153846153846,1753.8461538461536,166,5.3598571644631944e-05,0.026374015987426058,0.0020322491527337105,9,3.653207519175459e-05,0.010567822925819969,0.0034569159086207937,0.022511848341232227,0,0,0,1,0,0,train,19,107,127,1
10.185185185185185,1,1,0.0019753086419753087,0.08888888888888889,0.022222222222222223,17,29,493,5,165,11,15,825,0.9759036144578314,162,0,10,10,100,20,10,10,0.06326201978375891,0.0,train_001,sbm,1,98.6,33.0,3300.0,166,7.466144832477044e-05,0.007900431761456437,0.00945029975311206,9,3.7300366641256606e-05,0.006033334730000551,0.006182379780087753,0.022511848341232227,0,0,0,0,1,0,train,19,15,119,1
10.185185185185185,2,1,0.000999000999000999,0.01818181818181818,0.054945054945054944,29,17,493,5,165,15,11,825,0.9759036144578314,162,3,14,11,154,25,11,14,0.06326201978375891,0.0,train_001,sbm,1,98.6,33.0,5082.0,166,0.00016909449407789788,0.011334362111319921,0.014918748176310587,9,5.315927966225466e-05,0.00657906111288906,0.008080070811032618,0.022511848341232227,0,0,0,0,1,0,train,19,73,100,1
10.185185185185185,3,1,0.0017094017094017096,0.038461538461538464,0.044444444444444446,17,29,493,5,165,11,15,825,0.9759036144578314,162,3,13,10,130,23,13,10,0.06326201978375891,0.0,train_001,sbm,1,98.6,33.0,4290.0,166,0.0001316107997491183,0.013742455186833704,0.00957694953047482,9,4.699463607863108e-05,0.007582391229896216,0.006197864849460468,0.022511848341232227,0,0,0,0,1,0,train,19,80,91,1
10.185185185185185,4,1,0.00505050505050505,0.08333333333333333,0.06060606060606061,17,29,493,5,165,11,15,825,0.9759036144578314,162,3,12,9,108,21,9,12,0.06326201978375891,0.0,train_001,sbm,1,98.6,33.0,3564.0,166,7.039366077656885e-05,0.006239654594598576,0.011281659859426495,9,3.9943785858849424e-05,0.005678539853217604,0.007034164924670955,0.022511848341232227,0,0,0,0,1,0,train,19,88,134,1
10.185185185185185,5,1,0.006493506493506493,0.06060606060606061,0.10714285714285714,29,17,493,5,165,15,11,825,0.9759036144578314,162,4,12,8,96,20,12,8,0.06326201978375891,0.0,train_001,sbm,1,98.6,33.0,3168.0,166,5.0778832260506037e-05,0.011281659859426495,0.004501007200467697,9,3.538939877675768e-05,0.007034164924670955,0.005031073219883756,0.022511848341232227,0,0,0,0,1,0,train,19,134,152,1
10.185185185185185,2,1,0.004901960784313725,0.07352941176470588,0.06666666666666667,54,78,4212,32,832,26,32,825,0.9759036144578314,162,2,17,15,255,32,17,15,0.06326201978375891,0.0,train_001,sbm,1,131.625,26.0,6630.0,166,0.00043620802593586304,0.023086749639950933,0.018894302261632277,9,8.409611839422491e-05,0.00980835200107011,0.008573929482246341,0.022511848341232227,0,0,0,0,0,1,train,19,117,139,1
10.185185185185185,4,1,0.004201680672268907,0.05714285714285714,0.07352941176470588,52,54,2808,25,624,24,26,825,0.9759036144578314,162,2,17,15,255,32,15,17,0.06326201978375891,0.0,train_001,sbm,1,112.32,24.96,6364.8,166,0.00042658785355781853,0.018477605562093546,0.023086749639950933,9,8.448606862098326e-05,0.008613686439043549,0.00980835200107011,0.022511848341232227,0,0,0,0,0,1,train,19,104,117,1
10.185185185185185,5,1,0.0011204481792717088,0.0380952380952381,0.029411764705882353,54,52,2808,25,624,26,24,825,0.9759036144578314,162,2,17,15,255,32,15,17,0.06326201978375891,0.0,train_001,sbm,1,112.32,24.96,6364.8,166,0.0004247067866076037,0.0190312740878888,0.022316256108038522,9,8.30502161619652e-05,0.00867416460409632,0.00957443396021621,0.022511848341232227,0,0,0,0,0,1,train,19,116,135,1
10.17283950617284,1,2,0.0015378700499807767,0.05228758169934641,0.029411764705882353,41,53,2173,16,504,21,24,824,0.9759036144578314,162,1,18,17,306,35,18,17,0.06318533854765739,0.0,train_001,sbm,1,135.8125,31.5,9639.0,166,0.0005554240882427645,0.02482499978905815,0.022373578769880713,8,9.738470942164301e-05,0.010163727722374909,0.00958159369098955,0.023696682464454975,0,1,0,0,0,1,train,20,26,135,1
10.17283950617284,2,2,0.004901141743247007,0.0761904761904762,0.06432748538011696,73,41,2993,24,651,31,21,824,0.9759036144578314,162,4,19,15,285,34,15,19,0.06318533854765739,0.0,train_001,sbm,1,124.70833333333333,27.125,7730.625,166,0.0004668432831673819,0.01763754182009484,0.0264687272143274,8,9.133313207054795e-05,0.00863635596787479,0.010575424682619114,0.023696682464454975,0,1,0,0,0,1,train,20,44,107,1
10.17283950617284,3,1,0.0012254901960784314,0.041666666666666664,0.029411764705882353,20,53,1060,14,288,12,24,824,0.9759036144578314,162,1,17,16,272,33,16,17,0.06318533854765739,0.0,train_001,sbm,1,75.71428571428571,20.571428571428573,5595.428571428572,166,0.0004810366590371953,0.02150021076130951,0.022373578769880713,8,8.779181245489046e-05,0.009162548035975387,0.00958159369098955,0.023696682464454975,0,1,0,0,0,0,train,20,45,135,1
10.17283950617284,4,2,0.0063620589936379405,0.0989010989010989,0.06432748538011696,39,41,1599,16,378,18,21,824,0.9759036144578314,162,5,19,14,266,33,14,19,0.06318533854765739,0.0,train_001,sbm,1,99.9375,23.625,6284.25,166,0.0003923390611944548,0.014822739983586497,0.0264687272143274,8,8.519729732439375e-05,0.008056158488312712,0.010575424682619114,0.023696682464454975,0,1,0,0,0,1,train,20,9,107,1
10.17283950617284,5,1,0.002827581774950196,0.04395604395604396,0.06432748538011696,28,41,1148,15,315,15,21,824,0.9759036144578314,162,5,19,14,266,33,14,19,0.06318533854765739,0.0,train_001,sbm,1,76.53333333333333,21.0,5586.0,166,0.0004825855251421729,0.018232290553092844,0.0264687272143274,8,8.677004160469691e-05,0.008204875379359934,0.010575424682619114,0.023696682464454975,0,1,0,0,0,0,train,20,33,107,1
10.17283950617284,1,1,0.0009324009324009323,0.05128205128205128,0.01818181818181818,53,74,3922,25,696,24,29,824,0.9759036144578314,162,2,13,11,143,24,13,11,0.06318533854765739,0.0,train_001,sbm,1,156.88,27.84,3981.12,166,0.0001184465954329259,0.012317591237092952,0.009616051803719395,8,4.953641361605152e-05,0.007470512137168539,0.006630926060556101,0.023696682464454975,0,0,1,0,0,0,train,20,3,140,1
10.17283950617284,2,1,0.004273504273504274,0.038461538461538464,0.1111111111111111,53,74,3922,25,696,24,29,824,0.9759036144578314,162,3,13,10,130,23,13,10,0.06318533854765739,0.0,train_001,sbm,1,156.88,27.84,3619.2,166,8.381423773667249e-05,0.012620889252017726,0.0066409138106709046,8,4.582212788340735e-05,0.007594080134660385,0.0060339273580047054,0.023696682464454975,0,0,1,0,0,0,train,20,4,55,1
10.17283950617284,3,1,0.0038461538461538464,0.038461538461538464,0.1,53,74,3922,25,696,24,29,824,0.9759036144578314,162,3,16,13,208,29,13,16,0.06318533854765739,0.0,train_001,sbm,1,156.88,27.84,5790.72,166,0.0002195603199977097,0.012620889252017726,0.017396580828296877,8,6.92508387410642e-05,0.007594080134660385,0.009119055568691489,0.023696682464454975,0,0,1,0,0,0,train,20,4,93,1
10.17283950617284,4,1,0.0014792899408284025,0.038461538461538464,0.038461538461538464,53,74,3922,25,696,24,29,824,0.9759036144578314,162,0,13,13,169,26,13,13,0.06318533854765739,0.0,train_001,sbm,1,156.88,27.84,4704.96,166,0.0001912091860968976,0.012620889252017726,0.015150215034675833,8,5.844846881359108e-05,0.007594080134660385,0.007696583098567073,0.023696682464454975,0,0,1,0,0,0,train,20,4,132,1
10.17283950617284,5,1,0.005128205128205128,0.13333333333333333,0.038461538461538464,74,53,3922,25,696,29,24,824,0.9759036144578314,162,3,13,10,130,23,10,13,0.06318533854765739,0.0,train_001,sbm,1,156.88,27.84,3619.2,166,8.131754757346153e-05,0.00582410280236167,0.013962244543569407,8,4.5269723253204813e-05,0.005961071286834449,0.007594226117239528,0.023696682464454975,0,0,1,0,0,0,train,20,10,80,1
10.17283950617284,1,1,0.0,0.022222222222222223,0.0,41,41,1681,0,441,21,21,824,0.9759036144578314,162,7,10,3,30,13,10,3,0.06318533854765739,0.0,train_001,sbm,0,0.0,0.0,0.0,166,7.260460025075021e-06,0.01112318506088303,0.0006527321073356878,8,1.6072109860343612e-05,0.0062721800741969164,0.002562443946158779,0.023696682464454975,1,0,0,1,0,0,train,20,119,156,1
10.17283950617284,2,1,0.0,0.044444444444444446,0.0,41,41,1681,0,441,21,21,824,0.9759036144578314,162,7,10,3,30,13,10,3,0.06318533854765739,0.0,train_001,sbm,0,0.0,0.0,0.0,166,7.383463463106751e-06,0.011311629043719731,0.0006527321073356878,8,1.611391331773941e-05,0.006288493975407698,0.002562443946158779,0.023696682464454975,1,0,0,1,0,0,train,20,91,156,1
10.17283950617284,3,1,0.002976190476190476,0.041666666666666664,0.07142857142857142,20,41,820,14,252,12,21,824,0.9759036144578314,162,8,16,8,128,24,16,8,0.06318533854765739,0.0,train_001,sbm,1,58.57142857142857,18.0,2304.0,166,0.00015187757107712065,0.02150021076130951,0.007064003825973205,8,4.765805177647351e-05,0.009162548035975387,0.00520139720843495,0.023696682464454975,0,0,0,1,0,0,train,20,45,108,1
10.17283950617284,4,1,0.004647785039941903,0.05228758169934641,0.08888888888888889,41,74,3034,26,609,21,29,824,0.9759036144578314,162,8,18,10,180,28,18,10,0.06318533854765739,0.0,train_001,sbm,1,116.6923076923077,23.423076923076923,4216.153846153847,166,0.00023558705114073349,0.02482499978905815,0.00948991150624584,8,6.280267990902406e-05,0.010163727722374909,0.00617909901017589,0.023696682464454975,0,0,0,1,0,0,train,20,26,95,1
10.17283950617284,5,1,0.0,0.0989010989010989,0.0,39,73,2847,23,558,18,31,824,0.9759036144578314,162,7,14,7,98,21,14,7,0.06318533854765739,0.0,train_001,sbm,1,123.78260869565217,24.26086956521739,2377.5652173913045,166,7.063246704126665e-05,0.014822739983586497,0.004765142417628545,8,3.6873578934127096e-05,0.008056158488312712,0.004577067219769894,0.023696682464454975,0,0,0,1,0,0,train,20,9,79,1
10.17283950617284,1,1,0.004232804232804233,0.022222222222222223,0.19047619047619047,16,53,848,9,288,12,24,824,0.9759036144578314,162,3,10,7,70,17,10,7,0.06318533854765739,0.0,train_001,sbm,1,94.22222222222223,32.0,2240.0,166,2.919045524795426e-05,0.009433909458994099,0.003094205575624289,8,2.7900112127274934e-05,0.006239862165250061,0.004471270580727138,0.023696682464454975,0,0,0,0,1,0,train,20,11,46,1
10.17283950617284,2,1,0.0003367003367003367,0.022222222222222223,0.015151515151515152,16,53,848,9,288,12,24,824,0.9759036144578314,162,2,12,10,120,22,10,12,0.06318533854765739,0.0,train_001,sbm,1,94.22222222222223,32.0,3840.0,166,0.00012773406841721908,0.009433909458994099,0.013539887039666255,8,4.5860376149848165e-05,0.006239862165250061,0.007349581598972759,0.023696682464454975,0,0,0,0,1,0,train,20,11,138,1
10.17283950617284,3,1,0.002597402597402597,0.03571428571428571,0.07272727272727272,53,16,848,9,288,24,12,824,0.9759036144578314,162,3,11,8,88,19,8,11,0.06318533854765739,0.0,train_001,sbm,1,94.22222222222223,32.0,2816.0,166,5.0825625820086856e-05,0.0056212266296756085,0.009041732199831252,8,3.363682340556382e-05,0.0050984302077248245,0.006597486291878507,0.023696682464454975,0,0,0,0,1,0,train,20,13,90,1
10.17283950617284,4,1,0.003174603174603174,0.06666666666666667,0.047619047619047616,53,16,848,9,288,24,12,824,0.9759036144578314,162,3,10,7,70,17,10,7,0.06318533854765739,0.0,train_001,sbm,1,94.22222222222223,32.0,2240.0,166,2.3390275836588855e-05,0.006555582424980498,0.0035679935542353336,8,2.744071681798184e-05,0.0060199990711580584,0.004558259310944231,0.023696682464454975,0,0,0,0,1,0,train,20,14,129,1
10.17283950617284,5,1,0.007407407407407408,0.08888888888888889,0.08333333333333333,53,16,848,9,288,24,12,824,0.9759036144578314,162,1,10,9,90,19,10,9,0.06318533854765739,0.0,train_001,sbm,1,94.22222222222223,32.0,2880.0,166,4.157584407531995e-05,0.006655201816619878,0.006247119955324807,8,3.4621144042553106e-05,0.006092410866790186,0.0056826673051998886,0.023696682464454975,0,0,0,0,1,0,train,20,18,88,1
